Interval,Open_Date,Target_Date,Horizon,Current_Price,Predicted_Price,Predicted_Max,Predicted_Min,Direction,Probability,Actual_Price,Is_Correct
1d,2026-03-12 00:00,2026-03-13 00:00,1d,175.5,175.6,177.24,173.96,UP ▲,53.1%,,
1d,2026-03-12 00:00,2026-03-16 00:00,2d,175.5,175.74,178.16,173.32,UP ▲,55.5%,,
1d,2026-03-12 00:00,2026-03-19 00:00,7d,175.5,176.02,180.0,172.05,UP ▲,57.5%,,
1d,2026-03-12 00:00,2026-04-09 00:00,28d,175.5,176.89,185.35,168.42,UP ▲,59.8%,,
