Interval,Open_Date,Target_Date,Horizon,Current_Price,Predicted_Price,Predicted_Max,Predicted_Min,Direction,Probability,Actual_Price,Is_Correct
1d,2026-03-12 00:00,2026-03-13 00:00,1d,60.03,59.96,63.91,56.01,DOWN ▼,50.9%,,
1d,2026-03-12 00:00,2026-03-16 00:00,2d,60.03,60.03,65.51,54.55,DOWN ▼,50.0%,,
1d,2026-03-12 00:00,2026-03-19 00:00,7d,60.03,61.39,70.4,52.39,UP ▲,57.9%,,
1d,2026-03-12 00:00,2026-04-09 00:00,28d,60.03,60.24,69.25,51.24,UP ▲,50.6%,,
