Interval,Open_Date,Target_Date,Horizon,Current_Price,Predicted_Price,Predicted_Max,Predicted_Min,Direction,Probability,Actual_Price,Is_Correct
1d,2026-03-12 00:00,2026-03-13 00:00,1d,305.82,305.82,324.87,286.77,DOWN ▼,50.0%,,
1d,2026-03-12 00:00,2026-03-16 00:00,2d,305.82,307.19,335.49,278.89,UP ▲,52.5%,,
1d,2026-03-12 00:00,2026-03-19 00:00,7d,305.82,309.38,355.26,263.51,UP ▲,54.2%,,
1d,2026-03-12 00:00,2026-04-09 00:00,28d,305.82,338.01,383.88,292.14,UP ▲,68.4%,,
