Interval,Open_Date,Target_Date,Horizon,Current_Price,Predicted_Price,Predicted_Max,Predicted_Min,Direction,Probability,Actual_Price,Is_Correct
1d,2026-03-12 00:00,2026-03-13 00:00,1d,212.85,218.8,241.32,196.27,UP ▲,67.9%,,
1d,2026-03-12 00:00,2026-03-16 00:00,2d,212.85,219.9,250.39,189.4,UP ▲,65.0%,,
1d,2026-03-12 00:00,2026-03-19 00:00,7d,212.85,235.48,267.41,203.55,UP ▲,80.5%,,
1d,2026-03-12 00:00,2026-04-09 00:00,28d,212.85,221.51,253.44,189.58,UP ▲,55.7%,,
