Interval,Open_Date,Target_Date,Horizon,Current_Price,Predicted_Price,Predicted_Max,Predicted_Min,Direction,Probability,Actual_Price,Is_Correct
1d,2026-03-12 00:00,2026-03-13 00:00,1d,19.22,19.2,19.94,18.45,DOWN ▼,51.7%,,
1d,2026-03-12 00:00,2026-03-16 00:00,2d,19.22,19.22,20.24,18.2,DOWN ▼,50.0%,,
1d,2026-03-12 00:00,2026-03-19 00:00,7d,19.22,19.19,20.83,17.55,DOWN ▼,50.9%,,
1d,2026-03-12 00:00,2026-04-09 00:00,28d,19.22,18.82,21.71,15.94,DOWN ▼,56.0%,,
