Interval,Open_Date,Target_Date,Horizon,Current_Price,Predicted_Price,Predicted_Max,Predicted_Min,Direction,Probability,Actual_Price,Is_Correct
1d,2026-03-12 00:00,2026-03-13 00:00,1d,257.79,257.85,269.11,246.59,UP ▲,50.3%,,
1d,2026-03-12 00:00,2026-03-16 00:00,2d,257.79,259.4,276.86,241.95,UP ▲,55.1%,,
1d,2026-03-12 00:00,2026-03-19 00:00,7d,257.79,259.55,286.36,232.74,UP ▲,53.5%,,
1d,2026-03-12 00:00,2026-04-09 00:00,28d,257.79,225.99,264.66,187.33,DOWN ▼,81.0%,,
