Interval,Open_Date,Target_Date,Horizon,Current_Price,Predicted_Price,Predicted_Max,Predicted_Min,Direction,Probability,Actual_Price,Is_Correct
1d,2026-03-12 00:00,2026-03-13 00:00,1d,441.54,437.91,463.52,412.29,DOWN ▼,58.3%,,
1d,2026-03-12 00:00,2026-03-16 00:00,2d,441.54,430.08,472.62,387.54,DOWN ▼,68.4%,,
1d,2026-03-12 00:00,2026-03-19 00:00,7d,441.54,410.65,476.88,344.42,DOWN ▼,81.4%,,
1d,2026-03-12 00:00,2026-04-09 00:00,28d,441.54,363.46,429.69,297.23,DOWN ▼,88.8%,,
