Interval,Open_Date,Target_Date,Horizon,Current_Price,Predicted_Price,Predicted_Max,Predicted_Min,Direction,Probability,Actual_Price,Is_Correct
1d,2026-03-12 00:00,2026-03-13 00:00,1d,134.03,134.57,141.59,127.55,UP ▲,54.2%,,
1d,2026-03-12 00:00,2026-03-16 00:00,2d,134.03,135.03,145.18,124.87,UP ▲,55.4%,,
1d,2026-03-12 00:00,2026-03-19 00:00,7d,134.03,137.35,155.15,119.55,UP ▲,61.5%,,
1d,2026-03-12 00:00,2026-04-09 00:00,28d,134.03,148.7,168.8,128.6,UP ▲,74.7%,,
