Interval,Open_Date,Target_Date,Horizon,Current_Price,Predicted_Price,Predicted_Max,Predicted_Min,Direction,Probability,Actual_Price,Is_Correct
1d,2026-03-12 00:00,2026-03-13 00:00,1d,8.09,8.05,8.7,7.39,DOWN ▼,53.7%,,
1d,2026-03-12 00:00,2026-03-16 00:00,2d,8.09,8.04,8.95,7.13,DOWN ▼,53.1%,,
1d,2026-03-12 00:00,2026-03-19 00:00,7d,8.09,8.03,9.24,6.81,DOWN ▼,52.4%,,
1d,2026-03-12 00:00,2026-04-09 00:00,28d,8.09,8.37,9.59,7.16,UP ▲,55.1%,,
