Interval,Open_Date,Target_Date,Horizon,Current_Price,Predicted_Price,Predicted_Max,Predicted_Min,Direction,Probability,Actual_Price,Is_Correct
1d,2026-03-12 00:00,2026-03-13 00:00,1d,47.13,46.96,48.72,45.2,DOWN ▼,55.3%,,
1d,2026-03-12 00:00,2026-03-16 00:00,2d,47.13,46.99,49.38,44.61,DOWN ▼,53.0%,,
1d,2026-03-12 00:00,2026-03-19 00:00,7d,47.13,46.94,50.69,43.2,DOWN ▼,52.6%,,
1d,2026-03-12 00:00,2026-04-09 00:00,28d,47.13,46.76,53.83,39.69,DOWN ▼,52.6%,,
