Interval,Open_Date,Target_Date,Horizon,Current_Price,Predicted_Price,Predicted_Max,Predicted_Min,Direction,Probability,Actual_Price,Is_Correct
1d,2026-03-12 00:00,2026-03-13 00:00,1d,67.98,67.98,71.8,64.16,DOWN ▼,50.0%,,
1d,2026-03-12 00:00,2026-03-16 00:00,2d,67.98,67.68,73.39,61.98,DOWN ▼,52.8%,,
1d,2026-03-12 00:00,2026-03-19 00:00,7d,67.98,67.51,76.53,58.48,DOWN ▼,52.8%,,
1d,2026-03-12 00:00,2026-04-09 00:00,28d,67.98,58.44,68.64,48.24,DOWN ▼,77.2%,,
