Interval,Open_Date,Target_Date,Horizon,Current_Price,Predicted_Price,Predicted_Max,Predicted_Min,Direction,Probability,Actual_Price,Is_Correct
1d,2026-03-12 00:00,2026-03-13 00:00,1d,137.34,134.73,146.81,122.65,DOWN ▼,63.8%,,
1d,2026-03-12 00:00,2026-03-16 00:00,2d,137.34,132.63,150.74,114.52,DOWN ▼,67.6%,,
1d,2026-03-12 00:00,2026-03-19 00:00,7d,137.34,130.68,151.28,110.07,DOWN ▼,65.7%,,
1d,2026-03-12 00:00,2026-04-09 00:00,28d,137.34,98.05,118.65,77.44,DOWN ▼,95.3%,,
