Interval,Open_Date,Target_Date,Horizon,Current_Price,Predicted_Price,Predicted_Max,Predicted_Min,Direction,Probability,Actual_Price,Is_Correct
1d,2026-03-12 00:00,2026-03-13 00:00,1d,90.0,89.19,93.41,84.96,DOWN ▼,62.0%,,
1d,2026-03-12 00:00,2026-03-16 00:00,2d,90.0,89.07,94.82,83.32,DOWN ▼,59.7%,,
1d,2026-03-12 00:00,2026-03-19 00:00,7d,90.0,87.0,97.62,76.39,DOWN ▼,69.7%,,
1d,2026-03-12 00:00,2026-04-09 00:00,28d,90.0,78.59,92.09,65.09,DOWN ▼,86.5%,,
