Interval,Open_Date,Target_Date,Horizon,Current_Price,Predicted_Price,Predicted_Max,Predicted_Min,Direction,Probability,Actual_Price,Is_Correct
1d,2026-03-12 00:00,2026-03-13 00:00,1d,38.02,38.38,40.25,36.51,UP ▲,62.1%,,
1d,2026-03-12 00:00,2026-03-16 00:00,2d,38.02,37.52,40.15,34.9,DOWN ▼,61.7%,,
1d,2026-03-12 00:00,2026-03-19 00:00,7d,38.02,35.84,41.39,30.3,DOWN ▼,82.3%,,
1d,2026-03-12 00:00,2026-04-09 00:00,28d,38.02,33.15,38.85,27.45,DOWN ▼,85.3%,,
