DATE,O,H,L,C,V
1991.02.04 00:00:00,2.5249,2.5404,2.5159,2.5319,4201
1991.02.05 00:00:00,2.5304,2.5629,2.5278,2.5627,3791
1991.02.06 00:00:00,2.5598,2.5721,2.5529,2.5677,3051
1991.02.07 00:00:00,2.5613,2.5667,2.5413,2.546,3551
1991.02.08 00:00:00,2.5491,2.5578,2.54,2.5483,3481
1991.02.11 00:00:00,2.5456,2.5679,2.543,2.5598,3561
1991.02.12 00:00:00,2.5608,2.5618,2.5422,2.5426,2101
1991.02.13 00:00:00,2.547,2.5496,2.5123,2.5204,4801
1991.02.14 00:00:00,2.5201,2.5261,2.509,2.5119,2601
1991.02.15 00:00:00,2.5155,2.5185,2.4924,2.4965,3321
1991.02.18 00:00:00,2.4942,2.5028,2.481,2.4825,3191
1991.02.19 00:00:00,2.4892,2.4909,2.4657,2.4721,3331
1991.02.20 00:00:00,2.4882,2.4905,2.4678,2.4767,3391
1991.02.21 00:00:00,2.4771,2.4918,2.4695,2.4815,4021
1991.02.22 00:00:00,2.4789,2.4991,2.471,2.4788,5611
1991.02.25 00:00:00,2.4704,2.4831,2.4534,2.4606,4961
1991.02.26 00:00:00,2.4678,2.4771,2.4374,2.4473,5891
1991.02.27 00:00:00,2.4481,2.4579,2.4384,2.4438,3471
1991.02.28 00:00:00,2.4411,2.4567,2.4273,2.4346,5231
1991.03.01 00:00:00,2.426,2.4327,2.4112,2.4117,2871
1991.03.04 00:00:00,2.4202,2.4476,2.4173,2.443,3781
1991.03.05 00:00:00,2.446,2.4714,2.446,2.4512,4561
1991.03.06 00:00:00,2.4536,2.4631,2.4414,2.4627,3431
1991.03.07 00:00:00,2.4561,2.4685,2.4483,2.4666,2991
1991.03.08 00:00:00,2.4616,2.4643,2.4257,2.4262,4181
1991.03.11 00:00:00,2.4285,2.4341,2.4026,2.4088,4331
1991.03.12 00:00:00,2.4151,2.4271,2.4094,2.4267,2381
1991.03.13 00:00:00,2.4267,2.435,2.416,2.4253,3661
1991.03.14 00:00:00,2.429,2.429,2.4057,2.4082,2581
1991.03.15 00:00:00,2.4019,2.4046,2.3589,2.3693,5881
1991.03.18 00:00:00,2.3661,2.3767,2.3235,2.3336,7391
1991.03.19 00:00:00,2.3296,2.3431,2.2718,2.3094,12241
1991.03.20 00:00:00,2.295,2.3238,2.2874,2.3222,4561
1991.03.21 00:00:00,2.316,2.3447,2.316,2.3271,4631
1991.03.22 00:00:00,2.3301,2.3427,2.3025,2.3061,5641
1991.03.25 00:00:00,2.3022,2.3106,2.267,2.2715,5651
1991.03.26 00:00:00,2.2699,2.2816,2.2586,2.2744,4151
1991.03.27 00:00:00,2.2715,2.2823,2.241,2.2533,6441
1991.03.28 00:00:00,2.2515,2.2543,2.2316,2.2456,3951
1991.04.01 00:00:00,2.2613,2.2613,2.2613,2.2613,1
1991.04.02 00:00:00,2.2613,2.2969,2.2554,2.2924,5191
1991.04.03 00:00:00,2.2966,2.3036,2.2685,2.2693,4291
1991.04.04 00:00:00,2.2677,2.2831,2.2529,2.2735,5461
1991.04.05 00:00:00,2.2759,2.299,2.2477,2.2486,7531
1991.04.08 00:00:00,2.2437,2.2606,2.2358,2.2462,4711
1991.04.09 00:00:00,2.2505,2.2836,2.2392,2.2825,5681
1991.04.10 00:00:00,2.2797,2.2835,2.2499,2.2574,4491
1991.04.11 00:00:00,2.2578,2.2968,2.2568,2.2873,5051
1991.04.12 00:00:00,2.2956,2.2956,2.2561,2.2668,5021
1991.04.15 00:00:00,2.2631,2.3037,2.2631,2.2989,4541
1991.04.16 00:00:00,2.3023,2.3074,2.2862,2.2938,3391
1991.04.17 00:00:00,2.2933,2.2974,2.2848,2.2914,2331
1991.04.18 00:00:00,2.2905,2.2968,2.2514,2.2542,5451
1991.04.19 00:00:00,2.2535,2.2661,2.2232,2.2269,5921
1991.04.22 00:00:00,2.2204,2.2372,2.1921,2.2019,7171
1991.04.23 00:00:00,2.2105,2.2146,2.1828,2.2066,5971
1991.04.24 00:00:00,2.2085,2.2149,2.178,2.1901,5541
1991.04.25 00:00:00,2.1892,2.1892,2.1667,2.1764,3221
1991.04.26 00:00:00,2.1764,2.1865,2.158,2.1701,5071
1991.04.29 00:00:00,2.1635,2.1764,2.1407,2.1735,6141
1991.04.30 00:00:00,2.1757,2.2152,2.1643,2.2144,6311
1991.05.01 00:00:00,2.2154,2.2386,2.205,2.2117,6351
1991.05.02 00:00:00,2.2064,2.2233,2.1967,2.2086,5101
1991.05.03 00:00:00,2.2087,2.2193,2.1724,2.1776,6271
1991.05.06 00:00:00,2.192,2.1973,2.1725,2.1937,4791
1991.05.07 00:00:00,2.1929,2.2126,2.1881,2.2121,2981
1991.05.08 00:00:00,2.2079,2.2144,2.1879,2.1938,3891
1991.05.09 00:00:00,2.1938,2.1955,2.1677,2.1945,5491
1991.05.10 00:00:00,2.1945,2.2042,2.1795,2.1992,4471
1991.05.13 00:00:00,2.2102,2.2237,2.1938,2.2212,4881
1991.05.14 00:00:00,2.2251,2.2367,2.2108,2.2283,4861
1991.05.15 00:00:00,2.2278,2.2363,2.222,2.2318,2461
1991.05.16 00:00:00,2.2417,2.2434,2.2239,2.2256,2291
1991.05.17 00:00:00,2.2265,2.2321,2.1891,2.1968,5631
1991.05.20 00:00:00,2.1743,2.2021,2.1642,2.1948,5531
1991.05.21 00:00:00,2.195,2.2422,2.1917,2.2394,5661
1991.05.22 00:00:00,2.2397,2.2656,2.2307,2.2638,4571
1991.05.23 00:00:00,2.2715,2.2999,2.2545,2.2934,6891
1991.05.24 00:00:00,2.2988,2.3023,2.2753,2.279,3421
1991.05.27 00:00:00,2.286,2.2978,2.2732,2.2902,4501
1991.05.28 00:00:00,2.2947,2.3023,2.2732,2.2967,5621
1991.05.29 00:00:00,2.2917,2.3004,2.267,2.269,4411
1991.05.30 00:00:00,2.2716,2.2862,2.2547,2.2668,5821
1991.05.31 00:00:00,2.2664,2.2664,2.2296,2.2296,3681
1991.06.03 00:00:00,2.2374,2.2447,2.2285,2.2393,3051
1991.06.04 00:00:00,2.2374,2.2498,2.2249,2.2445,4271
1991.06.10 00:00:00,2.2243,2.2267,2.212,2.2166,2171
1991.06.11 00:00:00,2.2166,2.2166,2.1928,2.2166,4761
1991.06.12 00:00:00,2.1972,2.1977,2.1743,2.1777,2731
1991.06.13 00:00:00,2.1777,2.1848,2.1595,2.1691,4201
1991.06.14 00:00:00,2.1698,2.173,2.1504,2.1595,3491
1991.06.17 00:00:00,2.1496,2.1595,2.1286,2.1552,5621
1991.06.18 00:00:00,2.1368,2.1385,2.1078,2.1371,6111
1991.06.19 00:00:00,2.1089,2.1446,2.104,2.1371,5301
1991.06.20 00:00:00,2.1376,2.15,2.1311,2.1371,3731
1991.06.21 00:00:00,2.1376,2.1376,2.1214,2.1376,3241
1991.06.24 00:00:00,2.121,2.1594,2.111,2.1506,6721
1991.06.25 00:00:00,2.1506,2.1519,2.1243,2.1248,2941
1991.06.26 00:00:00,2.1248,2.1396,2.119,2.1347,3131
1991.06.27 00:00:00,2.1346,2.1355,2.1212,2.1261,2011
1991.06.28 00:00:00,2.1246,2.1273,2.102,2.1088,3481
1991.07.01 00:00:00,2.1088,2.1219,2.0978,2.0978,3721
1991.07.02 00:00:00,2.0981,2.1134,2.0922,2.098,4231
1991.07.03 00:00:00,2.0983,2.1138,2.0953,2.1062,2911
1991.07.04 00:00:00,2.1092,2.1092,2.1007,2.1031,1091
1991.07.05 00:00:00,2.1024,2.115,2.093,2.1103,3611
1991.07.08 00:00:00,2.1122,2.1337,2.1116,2.1305,2591
1991.07.09 00:00:00,2.1305,2.1317,2.1167,2.1206,2011
1991.07.10 00:00:00,2.1196,2.1212,2.1052,2.1124,2481
1991.07.11 00:00:00,2.1121,2.115,2.0892,2.0892,2871
1991.07.12 00:00:00,2.0892,2.144,2.088,2.135,6621
1991.07.15 00:00:00,2.1324,2.1371,2.1272,2.1327,1951
1991.07.16 00:00:00,2.1298,2.1316,2.1159,2.1211,2271
1991.07.17 00:00:00,2.1213,2.1321,2.1173,2.132,1891
1991.07.18 00:00:00,2.1306,2.1636,2.127,2.1568,4701
1991.07.19 00:00:00,2.1585,2.1808,2.1547,2.1753,3541
1991.07.22 00:00:00,2.176,2.1795,2.1592,2.1619,2651
1991.07.23 00:00:00,2.1619,2.1769,2.1525,2.1678,4291
1991.07.24 00:00:00,2.1675,2.1931,2.1662,2.1808,4051
1991.07.25 00:00:00,2.1808,2.1816,2.1626,2.1752,3241
1991.07.26 00:00:00,2.1722,2.1822,2.1654,2.1675,2891
1991.07.29 00:00:00,2.1643,2.1697,2.1545,2.1645,3021
1991.07.30 00:00:00,2.1657,2.1776,2.1472,2.1578,5291
1991.07.31 00:00:00,2.1568,2.1744,2.1564,2.1669,2591
1991.08.01 00:00:00,2.1661,2.1684,2.151,2.1554,2411
1991.08.02 00:00:00,2.1553,2.175,2.1368,2.1697,6201
1991.08.05 00:00:00,2.1753,2.1949,2.147,2.1924,7871
1991.08.06 00:00:00,2.1924,2.1993,2.1834,2.1877,2711
1991.08.07 00:00:00,2.1881,2.1897,2.1724,2.1892,3351
1991.08.08 00:00:00,2.1901,2.1972,2.17,2.1791,4341
1991.08.09 00:00:00,2.1799,2.1829,2.1591,2.1654,3311
1991.08.12 00:00:00,2.1657,2.1692,2.1548,2.1678,2671
1991.08.13 00:00:00,2.167,2.1696,2.159,2.1659,2011
1991.08.14 00:00:00,2.1659,2.1671,2.1535,2.1618,2311
1991.08.15 00:00:00,2.161,2.1784,2.1414,2.1478,6081
1991.08.16 00:00:00,2.1486,2.1546,2.1284,2.1371,4091
1991.08.19 00:00:00,2.136,2.1381,2.0821,2.087,6301
1991.08.20 00:00:00,2.0855,2.1076,2.0837,2.0978,3551
1991.08.21 00:00:00,2.0963,2.1556,2.0898,2.1486,7931
1991.08.22 00:00:00,2.1473,2.157,2.1331,2.1504,4471
1991.08.23 00:00:00,2.1475,2.1537,2.1267,2.1328,3931
1991.08.26 00:00:00,2.1366,2.145,2.1334,2.145,1481
1991.08.27 00:00:00,2.1442,2.1469,2.136,2.136,1361
1991.08.28 00:00:00,2.1348,2.1567,2.1302,2.1538,3401
1991.08.29 00:00:00,2.1542,2.1618,2.1416,2.1471,3331
1991.08.30 00:00:00,2.1542,2.1564,2.1205,2.1414,5901
1991.09.02 00:00:00,2.1444,2.1539,2.1444,2.1539,951
1991.09.03 00:00:00,2.1534,2.1809,2.1534,2.1706,3781
1991.09.04 00:00:00,2.1706,2.1706,2.1523,2.1546,2061
1991.09.05 00:00:00,2.1553,2.16,2.1503,2.16,1471
1991.09.06 00:00:00,2.1597,2.1897,2.1495,2.1864,5371
1991.09.09 00:00:00,2.1757,2.1962,2.1757,2.1931,2361
1991.09.10 00:00:00,2.1925,2.2012,2.1879,2.1902,2431
1991.09.11 00:00:00,2.191,2.2003,2.1799,2.1969,3491
1991.09.12 00:00:00,2.1972,2.1972,2.1693,2.1697,2831
1991.09.13 00:00:00,2.1972,2.198,2.1587,2.1747,5611
1991.09.16 00:00:00,2.1697,2.1855,2.1662,2.1806,2771
1991.09.17 00:00:00,2.1803,2.1838,2.1711,2.1726,1771
1991.09.18 00:00:00,2.1726,2.1787,2.157,2.1604,3121
1991.09.19 00:00:00,2.1609,2.1752,2.16,2.1748,1651
1991.09.20 00:00:00,2.1609,2.1844,2.148,2.163,7071
1991.09.23 00:00:00,2.1725,2.1814,2.1623,2.1747,3601
1991.09.24 00:00:00,2.1734,2.1827,2.1561,2.1631,4291
1991.09.25 00:00:00,2.1633,2.184,2.1626,2.1801,2601
1991.09.26 00:00:00,2.1801,2.191,2.1748,2.1838,2871
1991.09.27 00:00:00,2.1844,2.1918,2.1715,2.1918,3321
1991.09.30 00:00:00,2.1831,2.1943,2.181,2.1874,2231
1991.10.01 00:00:00,2.1872,2.1951,2.185,2.1924,1501
1991.10.02 00:00:00,2.1931,2.199,2.1814,2.1864,2851
1991.10.03 00:00:00,2.1862,2.2097,2.1804,2.2042,4061
1991.10.04 00:00:00,2.2038,2.2073,2.1862,2.1905,2891
1991.10.07 00:00:00,2.1938,2.1938,2.1758,2.182,2421
1991.10.08 00:00:00,2.1831,2.1925,2.1401,2.1451,6681
1991.10.09 00:00:00,2.1435,2.167,2.1339,2.1612,4851
1991.10.10 00:00:00,2.1612,2.1715,2.1484,2.149,3401
1991.10.11 00:00:00,2.1612,2.177,2.1403,2.1567,6891
1991.10.14 00:00:00,2.1557,2.1564,2.1441,2.1442,1311
1991.10.15 00:00:00,2.1439,2.1474,2.1237,2.1294,3291
1991.10.16 00:00:00,2.1293,2.1538,2.1293,2.1488,2951
1991.10.17 00:00:00,2.1492,2.1525,2.1366,2.1512,2981
1991.10.18 00:00:00,2.1492,2.171,2.1404,2.1578,5261
1991.10.21 00:00:00,2.16,2.1667,2.1521,2.1566,2581
1991.10.22 00:00:00,2.1559,2.1603,2.1504,2.1554,1931
1991.10.23 00:00:00,2.1558,2.1814,2.1479,2.1706,5221
1991.10.24 00:00:00,2.171,2.1846,2.1702,2.1806,1921
1991.10.25 00:00:00,2.1799,2.1832,2.1727,2.1799,2101
1991.10.28 00:00:00,2.178,2.1788,2.1541,2.1608,3221
1991.10.29 00:00:00,2.1613,2.2033,2.1592,2.1991,5041
1991.10.30 00:00:00,2.1978,2.2302,2.1889,2.2231,5731
1991.10.31 00:00:00,2.2239,2.2419,2.2206,2.2334,3311
1991.11.01 00:00:00,2.2339,2.2653,2.2236,2.2618,5551
1991.11.04 00:00:00,2.2618,2.2741,2.2547,2.2581,3511
1991.11.05 00:00:00,2.2589,2.2771,2.2528,2.2767,3081
1991.11.06 00:00:00,2.2767,2.2767,2.2487,2.2654,4471
1991.11.07 00:00:00,2.2649,2.272,2.2528,2.2538,2731
1991.11.08 00:00:00,2.2534,2.2562,2.2429,2.246,1921
1991.11.11 00:00:00,2.2413,2.2569,2.2413,2.2523,2021
1991.11.12 00:00:00,2.2524,2.2593,2.2483,2.2534,2101
1991.11.13 00:00:00,2.2534,2.2646,2.249,2.2617,2291
1991.11.14 00:00:00,2.2609,2.2661,2.2532,2.2591,2401
1991.11.15 00:00:00,2.2603,2.2741,2.2472,2.2713,4281
1991.11.18 00:00:00,2.2853,2.2902,2.275,2.2784,2351
1991.11.19 00:00:00,2.2772,2.2873,2.2652,2.2801,4131
1991.11.20 00:00:00,2.2785,2.2831,2.271,2.2758,2151
1991.11.21 00:00:00,2.2681,2.2761,2.2654,2.2723,1721
1991.11.22 00:00:00,2.2638,2.2744,2.2614,2.2686,2121
1991.11.25 00:00:00,2.2684,2.2805,2.2637,2.2646,2981
1991.11.26 00:00:00,2.2652,2.2796,2.2419,2.2562,6641
1991.11.27 00:00:00,2.2582,2.2602,2.2395,2.2477,3091
1991.11.28 00:00:00,2.2477,2.2607,2.2444,2.2562,2411
1991.11.29 00:00:00,2.2562,2.2562,2.2325,2.2531,4431
1991.12.02 00:00:00,2.2674,2.2753,2.2594,2.266,3041
1991.12.03 00:00:00,2.2672,2.2688,2.2541,2.2601,2231
1991.12.04 00:00:00,2.2605,2.2778,2.2538,2.2778,3071
1991.12.05 00:00:00,2.2784,2.3095,2.2769,2.3082,3541
1991.12.06 00:00:00,2.3086,2.3315,2.301,2.312,5761
1991.12.09 00:00:00,2.3309,2.3456,2.3229,2.3383,3801
1991.12.10 00:00:00,2.3453,2.3512,2.3278,2.3399,4141
1991.12.11 00:00:00,2.3378,2.3494,2.3189,2.3401,5871
1991.12.12 00:00:00,2.3385,2.3447,2.336,2.3447,1121
1991.12.13 00:00:00,2.344,2.3618,2.3416,2.3556,2881
1991.12.16 00:00:00,2.3535,2.3591,2.3447,2.3567,2561
1991.12.17 00:00:00,2.3563,2.3626,2.3516,2.3604,1791
1991.12.18 00:00:00,2.3591,2.3679,2.3569,2.3639,1721
1991.12.19 00:00:00,2.3644,2.3754,2.3573,2.3754,2521
1991.12.20 00:00:00,2.3797,2.4263,2.3789,2.4228,5171
1991.12.23 00:00:00,2.4366,2.485,2.4362,2.4673,6691
1991.12.24 00:00:00,2.4672,2.473,2.4593,2.4633,2351
1991.12.26 00:00:00,2.4814,2.4829,2.4741,2.4781,1431
1991.12.27 00:00:00,2.4786,2.4823,2.4567,2.4607,3331
1991.12.30 00:00:00,2.4487,2.4657,2.4487,2.4568,2591
1991.12.31 00:00:00,2.4562,2.4656,2.4562,2.46,1501
1992.01.02 00:00:00,2.4626,2.4685,2.4603,2.4685,1051
1992.01.03 00:00:00,2.4712,2.4712,2.4326,2.4405,4651
1992.01.06 00:00:00,2.4434,2.4705,2.4378,2.4672,4161
1992.01.07 00:00:00,2.4663,2.498,2.4635,2.4943,4101
1992.01.08 00:00:00,2.4943,2.4986,2.4688,2.4825,4781
1992.01.09 00:00:00,2.4816,2.4985,2.4205,2.4457,12011
1992.01.10 00:00:00,2.4443,2.48,2.4166,2.4215,10401
1992.01.13 00:00:00,2.429,2.4359,2.4156,2.4192,3081
1992.01.14 00:00:00,2.4172,2.4342,2.3925,2.4075,7371
1992.01.15 00:00:00,2.41,2.417,2.3526,2.3566,7541
1992.01.16 00:00:00,2.3603,2.3832,2.3529,2.3806,4031
1992.01.17 00:00:00,2.3802,2.4232,2.3528,2.4149,10611
1992.01.20 00:00:00,2.4322,2.4345,2.3798,2.3932,7041
1992.01.21 00:00:00,2.4011,2.4103,2.3947,2.401,3111
1992.01.22 00:00:00,2.4007,2.4092,2.3909,2.3931,2901
1992.01.23 00:00:00,2.3946,2.4181,2.3797,2.3944,7661
1992.01.24 00:00:00,2.396,2.4535,2.3935,2.424,9201
1992.01.27 00:00:00,2.4229,2.4229,2.3975,2.3975,2541
1992.01.28 00:00:00,2.4009,2.4137,2.3823,2.4034,6031
1992.01.29 00:00:00,2.4034,2.439,2.4015,2.418,6041
1992.01.30 00:00:00,2.4129,2.4194,2.3666,2.376,6871
1992.01.31 00:00:00,2.3769,2.3879,2.3684,2.3818,3411
1992.02.03 00:00:00,2.3845,2.3976,2.378,2.3976,2611
1992.02.04 00:00:00,2.3984,2.4125,2.3842,2.4035,5151
1992.02.05 00:00:00,2.4037,2.444,2.4027,2.4426,4371
1992.02.06 00:00:00,2.4424,2.4529,2.4223,2.4304,4921
1992.02.07 00:00:00,2.4318,2.4512,2.427,2.4407,3951
1992.02.10 00:00:00,2.4394,2.4505,2.4274,2.4319,3871
1992.02.11 00:00:00,2.4332,2.4371,2.39,2.394,5501
1992.02.12 00:00:00,2.3967,2.4065,2.3731,2.3801,5021
1992.02.13 00:00:00,2.3809,2.3845,2.3417,2.3427,4741
1992.02.14 00:00:00,2.3459,2.3568,2.3384,2.343,3391
1992.02.17 00:00:00,2.3506,2.3669,2.3463,2.3471,3771
1992.02.18 00:00:00,2.3467,2.3515,2.3166,2.327,5011
1992.02.19 00:00:00,2.3258,2.3282,2.3094,2.3173,2911
1992.02.20 00:00:00,2.3184,2.3237,2.3036,2.3233,3531
1992.02.21 00:00:00,2.3254,2.3278,2.3087,2.3148,2761
1992.02.24 00:00:00,2.3103,2.3361,2.3096,2.326,3731
1992.02.25 00:00:00,2.3281,2.3443,2.3116,2.314,5131
1992.02.26 00:00:00,2.3148,2.3398,2.3079,2.3286,5001
1992.02.27 00:00:00,2.3295,2.3438,2.3221,2.3412,3171
1992.02.28 00:00:00,2.3393,2.3419,2.3225,2.3339,3341
1992.03.02 00:00:00,2.3245,2.3345,2.318,2.3278,2971
1992.03.03 00:00:00,2.3287,2.3287,2.3056,2.3087,2621
1992.03.04 00:00:00,2.3096,2.3131,2.2812,2.2858,4001
1992.03.05 00:00:00,2.2841,2.2865,2.2694,2.2758,2591
1992.03.06 00:00:00,2.2841,2.299,2.2503,2.2746,8791
1992.03.09 00:00:00,2.2836,2.2889,2.2718,2.2804,3101
1992.03.10 00:00:00,2.282,2.2855,2.264,2.267,2801
1992.03.11 00:00:00,2.2687,2.2896,2.262,2.2879,3601
1992.03.12 00:00:00,2.2877,2.2877,2.2574,2.2705,4341
1992.03.13 00:00:00,2.2693,2.2736,2.2614,2.2642,1931
1992.03.16 00:00:00,2.2611,2.2826,2.2604,2.281,2451
1992.03.17 00:00:00,2.2817,2.2966,2.2749,2.2862,3891
1992.03.18 00:00:00,2.2865,2.2875,2.2661,2.2698,2611
1992.03.19 00:00:00,2.2686,2.2731,2.2485,2.2527,3331
1992.03.20 00:00:00,2.2521,2.2575,2.2324,2.256,4631
1992.03.23 00:00:00,2.2454,2.2615,2.2423,2.2591,2471
1992.03.24 00:00:00,2.2585,2.2663,2.2527,2.2579,2661
1992.03.25 00:00:00,2.258,2.2692,2.2506,2.264,3121
1992.03.26 00:00:00,2.2643,2.2643,2.25,2.2536,1791
1992.03.27 00:00:00,2.2531,2.2765,2.2476,2.2765,3441
1992.03.30 00:00:00,2.2698,2.2747,2.2542,2.2595,3071
1992.03.31 00:00:00,2.2601,2.2653,2.2511,2.2556,2391
1992.04.01 00:00:00,2.2552,2.2621,2.2424,2.2485,3271
1992.04.02 00:00:00,2.2492,2.2616,2.246,2.2542,2621
1992.04.03 00:00:00,2.2546,2.279,2.2523,2.2732,3481
1992.04.06 00:00:00,2.2735,2.2943,2.267,2.2884,3971
1992.04.07 00:00:00,2.2884,2.2959,2.2829,2.2903,2411
1992.04.08 00:00:00,2.2899,2.3032,2.2884,2.2992,2031
1992.04.09 00:00:00,2.2986,2.322,2.2866,2.3075,6191
1992.04.10 00:00:00,2.3097,2.3338,2.3081,2.3126,4851
1992.04.13 00:00:00,2.3085,2.3231,2.2958,2.3051,5121
1992.04.14 00:00:00,2.304,2.3123,2.2983,2.2984,2241
1992.04.15 00:00:00,2.2975,2.3064,2.29,2.29,2531
1992.04.16 00:00:00,2.2901,2.3047,2.2731,2.2765,4961
1992.04.20 00:00:00,2.276,2.2838,2.2654,2.2838,2901
1992.04.21 00:00:00,2.2761,2.2909,2.2761,2.2881,1761
1992.04.22 00:00:00,2.2901,2.3155,2.2901,2.3111,2981
1992.04.23 00:00:00,2.312,2.3394,2.312,2.3352,3161
1992.04.24 00:00:00,2.3411,2.3547,2.3336,2.3484,3491
1992.04.27 00:00:00,2.3125,2.3572,2.3112,2.3539,5061
1992.04.28 00:00:00,2.3538,2.354,2.3388,2.3506,2721
1992.04.29 00:00:00,2.3457,2.3473,2.3294,2.3302,2031
1992.04.30 00:00:00,2.3268,2.3523,2.3263,2.3523,2651
1992.05.01 00:00:00,2.3522,2.3639,2.346,2.3635,2451
1992.05.04 00:00:00,2.3561,2.3678,2.3488,2.3514,3331
1992.05.05 00:00:00,2.3482,2.3635,2.3397,2.3573,3851
1992.05.06 00:00:00,2.3545,2.3821,2.3523,2.3797,3441
1992.05.07 00:00:00,2.3749,2.404,2.3736,2.3834,5231
1992.05.08 00:00:00,2.3823,2.4009,2.3651,2.3799,6921
1992.05.11 00:00:00,2.3781,2.3948,2.3752,2.3948,2251
1992.05.12 00:00:00,2.3936,2.4105,2.3905,2.4092,2441
1992.05.13 00:00:00,2.4091,2.4249,2.4008,2.4236,3371
1992.05.14 00:00:00,2.4212,2.4231,2.3981,2.3981,2691
1992.05.15 00:00:00,2.3957,2.4102,2.3952,2.406,1971
1992.05.18 00:00:00,2.4071,2.4242,2.4024,2.4174,3331
1992.05.19 00:00:00,2.4182,2.4311,2.4152,2.4283,2171
1992.05.20 00:00:00,2.4233,2.4299,2.4142,2.4202,2831
1992.05.21 00:00:00,2.4198,2.4242,2.395,2.397,3561
1992.05.22 00:00:00,2.3976,2.4032,2.3902,2.3929,2131
1992.05.25 00:00:00,2.3993,2.4015,2.3947,2.3968,1111
1992.05.26 00:00:00,2.3986,2.4142,2.3965,2.4041,2991
1992.05.27 00:00:00,2.4024,2.4024,2.3633,2.3701,4591
1992.05.28 00:00:00,2.3688,2.388,2.3651,2.3787,3591
1992.05.29 00:00:00,2.3903,2.4203,2.389,2.4149,3801
1992.06.01 00:00:00,2.418,2.4275,2.4024,2.4137,4591
1992.06.02 00:00:00,2.4132,2.4132,2.3927,2.3928,2061
1992.06.03 00:00:00,2.3903,2.3935,2.3727,2.3829,3421
1992.06.04 00:00:00,2.3834,2.4016,2.3795,2.3982,2941
1992.06.05 00:00:00,2.3994,2.4084,2.392,2.403,2921
1992.06.08 00:00:00,2.4,2.402,2.3956,2.4016,1121
1992.06.09 00:00:00,2.4005,2.4093,2.3943,2.4043,2621
1992.06.10 00:00:00,2.4017,2.4117,2.3965,2.4088,2331
1992.06.11 00:00:00,2.4078,2.4288,2.4051,2.4257,2951
1992.06.12 00:00:00,2.4258,2.4447,2.4252,2.4384,2641
1992.06.15 00:00:00,2.4375,2.4672,2.4375,2.4622,3471
1992.06.16 00:00:00,2.4706,2.4776,2.4536,2.4759,4271
1992.06.17 00:00:00,2.4759,2.4759,2.4596,2.4667,2341
1992.06.18 00:00:00,2.4645,2.475,2.4527,2.4674,4171
1992.06.19 00:00:00,2.4674,2.4747,2.4627,2.4719,1951
1992.06.22 00:00:00,2.4691,2.4864,2.4659,2.4768,3331
1992.06.23 00:00:00,2.4777,2.4874,2.4714,2.477,3131
1992.06.24 00:00:00,2.4793,2.5008,2.4779,2.4985,2661
1992.06.25 00:00:00,2.4979,2.533,2.4947,2.5238,5071
1992.06.26 00:00:00,2.5248,2.5421,2.5225,2.5394,2461
1992.06.29 00:00:00,2.5344,2.5584,2.532,2.5441,4311
1992.06.30 00:00:00,2.5447,2.5477,2.5343,2.5446,2671
1992.07.01 00:00:00,2.5442,2.57,2.5429,2.5514,4701
1992.07.02 00:00:00,2.5539,2.5916,2.5532,2.5889,4181
1992.07.03 00:00:00,2.5918,2.5934,2.5568,2.5626,4401
1992.07.06 00:00:00,2.5525,2.5718,2.5313,2.5704,6311
1992.07.07 00:00:00,2.5673,2.6059,2.5652,2.5998,4891
1992.07.08 00:00:00,2.603,2.6157,2.5679,2.5853,7791
1992.07.09 00:00:00,2.5838,2.592,2.5412,2.5523,7011
1992.07.10 00:00:00,2.5568,2.5781,2.5375,2.577,6101
1992.07.13 00:00:00,2.5792,2.5929,2.5728,2.5783,3931
1992.07.14 00:00:00,2.5767,2.5817,2.5598,2.5653,3241
1992.07.15 00:00:00,2.5699,2.5912,2.5673,2.5843,3341
1992.07.16 00:00:00,2.5818,2.6106,2.5768,2.606,4341
1992.07.17 00:00:00,2.6075,2.6234,2.5993,2.6182,3751
1992.07.20 00:00:00,2.617,2.6242,2.5503,2.5552,8601
1992.07.21 00:00:00,2.5534,2.5691,2.538,2.5611,5451
1992.07.22 00:00:00,2.5625,2.5652,2.5398,2.5452,3351
1992.07.23 00:00:00,2.5447,2.5664,2.5435,2.562,2851
1992.07.24 00:00:00,2.5602,2.5667,2.5333,2.5339,4051
1992.07.27 00:00:00,2.5487,2.5872,2.5449,2.5815,5181
1992.07.28 00:00:00,2.5824,2.596,2.5779,2.5927,2591
1992.07.29 00:00:00,2.5928,2.6005,2.5771,2.5836,3761
1992.07.30 00:00:00,2.5836,2.59,2.5651,2.5859,4751
1992.07.31 00:00:00,2.5831,2.5951,2.5769,2.5887,3081
1992.08.03 00:00:00,2.5887,2.594,2.5798,2.5893,2781
1992.08.04 00:00:00,2.5891,2.5945,2.5813,2.5882,2551
1992.08.05 00:00:00,2.589,2.6005,2.5816,2.5874,3621
1992.08.06 00:00:00,2.5811,2.598,2.5773,2.5977,2481
1992.08.07 00:00:00,2.5951,2.6201,2.5881,2.614,4511
1992.08.10 00:00:00,2.6146,2.6203,2.6053,2.62,2461
1992.08.11 00:00:00,2.622,2.6489,2.615,2.6428,4701
1992.08.12 00:00:00,2.6382,2.7045,2.6382,2.6836,8721
1992.08.13 00:00:00,2.6797,2.698,2.6675,2.6945,4621
1992.08.14 00:00:00,2.687,2.6921,2.6572,2.6635,4631
