DATE,O,H,L,C,V
1996.05.09 00:00:00,1.9003,1.9138,1.8998,1.9063,2201
1996.05.10 00:00:00,1.9055,1.9074,1.8909,1.8964,2391
1996.05.13 00:00:00,1.8975,1.9038,1.8865,1.8879,2501
1996.05.14 00:00:00,1.8882,1.8969,1.8834,1.8877,2651
1996.05.15 00:00:00,1.8871,1.8957,1.8855,1.8895,1801
1996.05.16 00:00:00,1.8918,1.8989,1.8815,1.8971,2951
1996.05.17 00:00:00,1.8956,1.8998,1.8872,1.8896,1921
1996.05.20 00:00:00,1.8911,1.9082,1.8877,1.9062,2591
1996.05.21 00:00:00,1.9052,1.915,1.9017,1.9052,2661
1996.05.22 00:00:00,1.9055,1.9081,1.8951,1.9004,2091
1996.05.23 00:00:00,1.9005,1.9108,1.8953,1.9055,2601
1996.05.24 00:00:00,1.9042,1.9171,1.9038,1.9124,1841
1996.05.27 00:00:00,1.91,1.9167,1.9086,1.9115,1471
1996.05.28 00:00:00,1.9115,1.9124,1.9005,1.9062,1851
1996.05.29 00:00:00,1.9065,1.9195,1.8953,1.919,3591
1996.05.30 00:00:00,1.92,1.9339,1.9153,1.9249,3231
1996.05.31 00:00:00,1.9268,1.9462,1.9171,1.9421,4291
1996.06.03 00:00:00,1.9415,1.9447,1.9244,1.9401,3921
1996.06.04 00:00:00,1.9399,1.9467,1.9357,1.943,1891
1996.06.05 00:00:00,1.9424,1.9575,1.9412,1.956,1901
1996.06.06 00:00:00,1.953,1.9667,1.9526,1.9637,1751
1996.06.07 00:00:00,1.9624,1.9682,1.9402,1.9402,3381
1996.06.10 00:00:00,1.9419,1.9438,1.9298,1.9314,1751
1996.06.11 00:00:00,1.932,1.9401,1.9293,1.9384,1521
1996.06.12 00:00:00,1.9388,1.9449,1.9365,1.9402,1541
1996.06.13 00:00:00,1.9405,1.9426,1.9272,1.9393,2961
1996.06.14 00:00:00,1.9393,1.9599,1.9353,1.9392,4911
1996.06.17 00:00:00,1.9394,1.9539,1.9357,1.9493,2651
1996.06.18 00:00:00,1.9495,1.9607,1.9458,1.9587,2061
1996.06.19 00:00:00,1.9581,1.9615,1.9499,1.9596,2171
1996.06.20 00:00:00,1.9596,1.9612,1.9495,1.953,1681
1996.06.21 00:00:00,1.9524,1.9524,1.9422,1.9466,1461
1996.06.24 00:00:00,1.9501,1.953,1.9425,1.9503,2081
1996.06.25 00:00:00,1.9506,1.9524,1.9435,1.9482,1541
1996.06.26 00:00:00,1.9486,1.9516,1.9423,1.9494,1781
1996.06.27 00:00:00,1.9496,1.9649,1.9487,1.9636,1841
1996.06.28 00:00:00,1.9634,1.9779,1.9576,1.9712,3281
1996.07.01 00:00:00,1.9693,1.9809,1.9683,1.9795,1501
1996.07.02 00:00:00,1.9798,1.9951,1.9755,1.9901,2891
1996.07.03 00:00:00,1.9917,1.9992,1.9879,1.9971,1721
1996.07.04 00:00:00,1.9973,1.9995,1.9861,1.9881,1761
1996.07.05 00:00:00,1.9881,1.9892,1.9493,1.959,5071
1996.07.08 00:00:00,1.9598,1.9608,1.9503,1.9603,2051
1996.07.09 00:00:00,1.9598,1.9602,1.9512,1.9516,981
1996.07.10 00:00:00,1.951,1.9521,1.9373,1.9444,2301
1996.07.11 00:00:00,1.945,1.9534,1.9416,1.9534,1521
1996.07.12 00:00:00,1.9528,1.9626,1.9428,1.9446,3141
1996.07.15 00:00:00,1.9446,1.9535,1.9446,1.9521,1031
1996.07.16 00:00:00,1.9528,1.9806,1.9506,1.9742,3861
1996.07.17 00:00:00,1.9749,1.983,1.9575,1.9652,4131
1996.07.18 00:00:00,1.9658,1.972,1.9427,1.9531,4591
1996.07.19 00:00:00,1.9534,1.9615,1.9484,1.9537,2591
1996.07.22 00:00:00,1.9499,1.9659,1.9449,1.965,2691
1996.07.23 00:00:00,1.9649,1.9733,1.9586,1.963,2751
1996.07.24 00:00:00,1.963,1.9746,1.9577,1.9641,3271
1996.07.25 00:00:00,1.9647,1.9828,1.9599,1.9774,3311
1996.07.26 00:00:00,1.9788,1.9816,1.9637,1.9777,3471
1996.07.29 00:00:00,1.9755,1.9828,1.9715,1.9783,1981
1996.07.30 00:00:00,1.9774,2.0001,1.9746,1.9956,3281
1996.07.31 00:00:00,1.9936,2.0212,1.9909,2.014,4021
1996.08.01 00:00:00,2.0147,2.0181,2.0049,2.0082,1991
1996.08.02 00:00:00,2.0068,2.0088,1.9904,1.9933,2331
1996.08.05 00:00:00,1.9955,2.0019,1.9941,2.0003,1081
1996.08.06 00:00:00,2.0003,2.0024,1.9797,1.9839,2901
1996.08.07 00:00:00,1.9847,1.9921,1.9801,1.9827,2201
1996.08.08 00:00:00,1.9841,1.9937,1.9757,1.9874,3271
1996.08.09 00:00:00,1.9872,1.9989,1.9851,1.9916,2321
1996.08.12 00:00:00,1.9925,1.9983,1.9903,1.9939,1461
1996.08.13 00:00:00,1.9937,1.997,1.9874,1.9893,1481
1996.08.14 00:00:00,1.9877,1.991,1.9817,1.9818,1271
1996.08.15 00:00:00,1.9821,1.9904,1.9781,1.9805,2301
1996.08.16 00:00:00,1.9802,1.9834,1.9717,1.9764,1961
1996.08.19 00:00:00,1.9761,1.9776,1.9522,1.9527,2741
1996.08.20 00:00:00,1.9524,1.9711,1.9488,1.9704,2661
1996.08.21 00:00:00,1.9705,1.9715,1.9514,1.959,2871
1996.08.22 00:00:00,1.9586,1.9626,1.9529,1.9571,1791
1996.08.23 00:00:00,1.9589,1.9727,1.9549,1.9683,2621
1996.08.26 00:00:00,1.9696,1.971,1.9637,1.9686,1361
1996.08.27 00:00:00,1.9686,1.9783,1.9663,1.9729,1971
1996.08.28 00:00:00,1.9731,1.9741,1.9631,1.9695,1841
1996.08.29 00:00:00,1.9695,1.9724,1.9615,1.97,2131
1996.08.30 00:00:00,1.9696,1.9794,1.9623,1.9768,2701
1996.09.02 00:00:00,1.9712,1.9811,1.9712,1.9758,1521
1996.09.03 00:00:00,1.9755,1.9844,1.9703,1.9785,2521
1996.09.04 00:00:00,1.9782,1.9819,1.9728,1.9783,1811
1996.09.05 00:00:00,1.9791,1.9874,1.9699,1.9705,2641
1996.09.06 00:00:00,1.9704,1.975,1.9492,1.9527,3391
1996.09.09 00:00:00,1.9534,1.9548,1.9413,1.9486,2221
1996.09.10 00:00:00,1.9481,1.9513,1.9398,1.9459,2081
1996.09.11 00:00:00,1.9464,1.9481,1.9377,1.9456,2001
1996.09.12 00:00:00,1.9457,1.9538,1.9428,1.9514,1631
1996.09.13 00:00:00,1.9522,1.9688,1.9469,1.9659,3011
1996.09.16 00:00:00,1.9611,1.9811,1.9607,1.9742,2771
1996.09.17 00:00:00,1.9749,1.976,1.9641,1.9696,1851
1996.09.18 00:00:00,1.9681,1.9862,1.9648,1.9801,3081
1996.09.19 00:00:00,1.9803,1.9845,1.9587,1.9652,3651
1996.09.20 00:00:00,1.9638,1.9692,1.9562,1.9646,2521
1996.09.23 00:00:00,1.9631,1.9673,1.9592,1.9648,1451
1996.09.24 00:00:00,1.9646,1.9927,1.9637,1.9885,3411
1996.09.25 00:00:00,1.9888,1.9898,1.9724,1.9726,1861
1996.09.26 00:00:00,1.974,1.975,1.9649,1.9711,1731
1996.09.27 00:00:00,1.9707,1.9797,1.9664,1.9788,1851
1996.09.30 00:00:00,1.9768,1.9807,1.9677,1.9781,2471
1996.10.01 00:00:00,1.9776,1.9829,1.9728,1.9754,1801
1996.10.02 00:00:00,1.9757,1.9793,1.9639,1.9694,2451
1996.10.03 00:00:00,1.9697,1.9849,1.9654,1.9802,2851
1996.10.04 00:00:00,1.9788,1.986,1.9761,1.9845,1411
1996.10.07 00:00:00,1.9841,1.9893,1.9803,1.9843,1781
1996.10.08 00:00:00,1.9848,1.9872,1.9718,1.9749,2091
1996.10.09 00:00:00,1.9748,1.9842,1.9724,1.98,1841
1996.10.10 00:00:00,1.9798,1.9893,1.9785,1.9832,1821
1996.10.11 00:00:00,1.9833,1.9952,1.9832,1.9952,1211
1996.10.14 00:00:00,1.9979,2.0025,1.993,1.9972,1831
1996.10.15 00:00:00,1.9973,2.0109,1.9936,2.0097,2221
1996.10.16 00:00:00,2.0096,2.0122,1.9971,1.9998,2041
1996.10.17 00:00:00,1.9995,2.0072,1.9962,1.9996,2191
1996.10.18 00:00:00,1.9995,2.0047,1.9925,1.9974,2231
1996.10.21 00:00:00,2.0003,2.0013,1.9916,1.9982,1731
1996.10.22 00:00:00,1.9982,2.0143,1.996,2.0119,2291
1996.10.23 00:00:00,2.0126,2.0162,2.0059,2.0109,1891
1996.10.24 00:00:00,2.011,2.0196,2.0051,2.0138,2621
1996.10.25 00:00:00,2.0136,2.0354,2.0036,2.0299,4731
1996.10.28 00:00:00,2.0295,2.0418,2.0251,2.0359,2701
1996.10.29 00:00:00,2.036,2.042,2.0305,2.0351,2211
1996.10.30 00:00:00,2.0345,2.0656,2.031,2.063,4071
1996.10.31 00:00:00,2.0625,2.0639,2.0488,2.0553,2301
1996.11.01 00:00:00,2.0554,2.0816,2.0525,2.0764,3721
1996.11.04 00:00:00,2.0754,2.093,2.0724,2.0884,2821
1996.11.05 00:00:00,2.0866,2.1036,2.0846,2.0926,3201
1996.11.06 00:00:00,2.0916,2.0937,2.068,2.074,3381
1996.11.07 00:00:00,2.0745,2.1085,2.0735,2.1031,4141
1996.11.08 00:00:00,2.1017,2.1106,2.0849,2.0948,4451
1996.11.11 00:00:00,2.0921,2.1013,2.0873,2.0957,2441
1996.11.12 00:00:00,2.0959,2.1006,2.0871,2.09,2111
1996.11.13 00:00:00,2.09,2.1118,2.0827,2.1055,4271
1996.11.14 00:00:00,2.1057,2.1106,2.1,2.1053,2081
1996.11.15 00:00:00,2.105,2.1126,2.1022,2.1023,1811
1996.11.18 00:00:00,2.1072,2.1146,2.0994,2.1072,3041
1996.11.19 00:00:00,2.1068,2.1128,2.101,2.1084,2201
1996.11.20 00:00:00,2.1077,2.1158,2.093,2.0983,3621
1996.11.21 00:00:00,2.0976,2.0996,2.0726,2.0865,4291
1996.11.22 00:00:00,2.0865,2.0875,2.0602,2.063,3111
1996.11.25 00:00:00,2.0664,2.0771,2.0546,2.0633,4191
1996.11.26 00:00:00,2.064,2.0729,2.053,2.0611,3691
1996.11.27 00:00:00,2.0614,2.0756,2.0598,2.0706,2241
1996.11.28 00:00:00,2.0708,2.0778,2.0688,2.0745,1431
1996.11.29 00:00:00,2.0741,2.0811,2.0588,2.0598,3031
1996.12.02 00:00:00,2.0588,2.0617,2.0502,2.0584,2261
1996.12.03 00:00:00,2.0584,2.0896,2.0496,2.0595,7891
1996.12.04 00:00:00,2.0595,2.0683,2.0469,2.0555,3881
1996.12.05 00:00:00,2.055,2.0711,2.0204,2.0495,9591
1996.12.06 00:00:00,2.0498,2.0715,2.0472,2.0673,3111
1996.12.09 00:00:00,2.0583,2.0653,2.0473,2.0518,2951
1996.12.10 00:00:00,2.0521,2.0696,2.0488,2.0633,3041
1996.12.11 00:00:00,2.0636,2.1059,2.0621,2.0883,6291
1996.12.12 00:00:00,2.0886,2.0941,2.0736,2.0898,3981
1996.12.13 00:00:00,2.0884,2.0988,2.0838,2.0914,2701
1996.12.16 00:00:00,2.0888,2.1041,2.0856,2.1041,2171
1996.12.17 00:00:00,2.1046,2.1069,2.0944,2.0995,1991
1996.12.18 00:00:00,2.0984,2.1167,2.0974,2.1154,2161
1996.12.19 00:00:00,2.1151,2.1178,2.088,2.0974,4191
1996.12.20 00:00:00,2.0974,2.104,2.0874,2.1029,2771
1996.12.23 00:00:00,2.0979,2.1082,2.0946,2.1009,2421
1996.12.24 00:00:00,2.1009,2.1049,2.0947,2.1014,1991
1996.12.26 00:00:00,2.1029,2.1093,2.1015,2.1046,1391
1996.12.27 00:00:00,2.1046,2.1325,2.101,2.1306,3701
1996.12.30 00:00:00,2.1255,2.1263,2.1148,2.1263,2221
1996.12.31 00:00:00,2.1256,2.1586,2.1207,2.1576,4381
1997.01.02 00:00:00,2.154,2.1571,2.1315,2.1411,3831
1997.01.03 00:00:00,2.1409,2.147,2.1293,2.1343,2881
1997.01.06 00:00:00,2.1341,2.1509,2.1305,2.1487,2621
1997.01.07 00:00:00,2.1493,2.1548,2.1378,2.144,2871
1997.01.08 00:00:00,2.1442,2.1693,2.1419,2.163,3601
1997.01.09 00:00:00,2.1616,2.1791,2.1594,2.1758,2521
1997.01.10 00:00:00,2.1768,2.19,2.1439,2.1507,6611
1997.01.13 00:00:00,2.1452,2.1638,2.1388,2.1514,4381
1997.01.14 00:00:00,2.1524,2.1548,2.1327,2.1408,3261
1997.01.15 00:00:00,2.1409,2.174,2.1382,2.173,3951
1997.01.16 00:00:00,2.1724,2.1748,2.1475,2.1537,3591
1997.01.17 00:00:00,2.1545,2.1586,2.1327,2.1369,3421
1997.01.20 00:00:00,2.1324,2.1437,2.1289,2.1396,2241
1997.01.21 00:00:00,2.1409,2.15,2.1358,2.1408,2831
1997.01.22 00:00:00,2.1414,2.143,2.0989,2.1086,5541
1997.01.23 00:00:00,2.1094,2.12,2.0995,2.1129,3751
1997.01.24 00:00:00,2.1136,2.1193,2.1039,2.11,2721
1997.01.27 00:00:00,2.1078,2.1096,2.0837,2.0998,4381
1997.01.28 00:00:00,2.0999,2.1093,2.0783,2.1021,5981
1997.01.29 00:00:00,2.1025,2.1159,2.0957,2.0991,3701
1997.01.30 00:00:00,2.0994,2.1254,2.0892,2.1082,6361
1997.01.31 00:00:00,2.1091,2.1146,2.0929,2.1007,3501
1997.02.03 00:00:00,2.0968,2.1195,2.0809,2.1157,5831
1997.02.04 00:00:00,2.1166,2.1303,2.1114,2.1204,3401
1997.02.05 00:00:00,2.1202,2.1559,2.1177,2.1526,4401
1997.02.06 00:00:00,2.1526,2.1605,2.1316,2.1391,4431
1997.02.07 00:00:00,2.1389,2.1531,2.1284,2.1421,4621
1997.02.10 00:00:00,2.1497,2.1672,2.1381,2.1663,4161
1997.02.11 00:00:00,2.1652,2.1711,2.1442,2.1599,4851
1997.02.12 00:00:00,2.1596,2.1714,2.1434,2.1435,3991
1997.02.13 00:00:00,2.1433,2.1486,2.1033,2.1214,6871
1997.02.14 00:00:00,2.1211,2.1243,2.1081,2.1215,3201
1997.02.17 00:00:00,2.1195,2.1248,2.1025,2.1072,3231
1997.02.18 00:00:00,2.1075,2.1144,2.0881,2.1031,4821
1997.02.19 00:00:00,2.1023,2.1187,2.0973,2.1054,3971
1997.02.20 00:00:00,2.1053,2.1064,2.0842,2.0861,2521
1997.02.21 00:00:00,2.0856,2.0938,2.0751,2.0802,3201
1997.02.24 00:00:00,2.0859,2.1041,2.0852,2.1018,2191
1997.02.25 00:00:00,2.1024,2.1106,2.0978,2.1104,1761
1997.02.26 00:00:00,2.1105,2.1183,2.1021,2.1048,2671
1997.02.27 00:00:00,2.1049,2.1087,2.0795,2.0982,5171
1997.02.28 00:00:00,2.0968,2.1036,2.0846,2.091,3221
1997.03.03 00:00:00,2.0867,2.0879,2.05,2.05,3911
1997.03.04 00:00:00,2.0505,2.0529,2.0412,2.0472,2011
1997.03.05 00:00:00,2.047,2.0622,2.0467,2.0588,1921
1997.03.06 00:00:00,2.058,2.061,2.0455,2.0526,2561
1997.03.07 00:00:00,2.0528,2.0532,2.0259,2.0382,4001
1997.03.10 00:00:00,2.0361,2.0432,2.0276,2.0348,2991
1997.03.11 00:00:00,2.0338,2.0374,2.0201,2.0278,2861
1997.03.12 00:00:00,2.0277,2.0283,1.9988,2.0106,4191
1997.03.13 00:00:00,2.0119,2.028,2.0112,2.0112,3291
1997.03.14 00:00:00,2.0109,2.0156,1.9926,2.0064,4151
1997.03.17 00:00:00,2.0094,2.0124,1.9963,2.0052,2801
1997.03.18 00:00:00,2.0055,2.0238,2.0049,2.0171,2621
1997.03.19 00:00:00,2.0166,2.0357,2.0152,2.0302,2741
1997.03.20 00:00:00,2.0301,2.036,2.0204,2.0277,2881
1997.03.21 00:00:00,2.0272,2.0458,2.0253,2.0396,2861
1997.03.24 00:00:00,2.0393,2.0575,2.0322,2.0521,3781
1997.03.25 00:00:00,2.0515,2.0744,2.0451,2.0685,4161
1997.03.26 00:00:00,2.0681,2.0811,2.0605,2.0754,3391
1997.03.27 00:00:00,2.0754,2.0877,2.0693,2.0782,3401
1997.03.31 00:00:00,2.082,2.1019,2.0773,2.0842,4701
1997.04.01 00:00:00,2.084,2.1047,2.0795,2.0993,3511
1997.04.02 00:00:00,2.1002,2.1059,2.0894,2.0951,2791
1997.04.03 00:00:00,2.095,2.1191,2.0937,2.1131,3271
1997.04.04 00:00:00,2.114,2.1199,2.0994,2.1078,3481
1997.04.07 00:00:00,2.1041,2.1122,2.0864,2.0916,3911
1997.04.08 00:00:00,2.0966,2.1031,2.0761,2.082,3941
1997.04.09 00:00:00,2.0822,2.0847,2.0613,2.0632,2781
1997.04.10 00:00:00,2.059,2.0885,2.0584,2.0594,5981
1997.04.11 00:00:00,2.0677,2.0773,2.0556,2.0712,3991
1997.04.14 00:00:00,2.0741,2.088,2.0734,2.0775,2581
1997.04.15 00:00:00,2.0804,2.1064,2.0804,2.1057,2671
1997.04.16 00:00:00,2.1063,2.1073,2.0931,2.0968,1891
1997.04.17 00:00:00,2.1012,2.1135,2.0911,2.0994,4301
1997.04.18 00:00:00,2.1018,2.1143,2.0977,2.113,2201
1997.04.21 00:00:00,2.1103,2.1112,2.0978,2.1047,2121
1997.04.22 00:00:00,2.1045,2.1101,2.0965,2.0969,1961
1997.04.23 00:00:00,2.1029,2.1089,2.0849,2.0905,3561
1997.04.24 00:00:00,2.0901,2.1021,2.081,2.0846,3671
1997.04.25 00:00:00,2.0928,2.0947,2.0854,2.091,1681
1997.04.28 00:00:00,2.0945,2.1004,2.0754,2.0827,3821
1997.04.29 00:00:00,2.0813,2.0929,2.0791,2.0858,2311
1997.04.30 00:00:00,2.0858,2.0901,2.0731,2.0805,2871
1997.05.01 00:00:00,2.0805,2.081,2.0645,2.0728,2531
1997.05.02 00:00:00,2.0765,2.0778,2.0434,2.0725,6481
1997.05.05 00:00:00,2.0744,2.0818,2.0693,2.0793,2011
1997.05.06 00:00:00,2.0793,2.1103,2.071,2.1029,5501
1997.05.07 00:00:00,2.102,2.118,2.072,2.0778,6781
1997.05.08 00:00:00,2.0766,2.102,2.0687,2.0754,6541
1997.05.09 00:00:00,2.0747,2.094,2.0702,2.0857,3661
1997.05.12 00:00:00,2.0836,2.0961,2.0729,2.0844,4561
1997.05.13 00:00:00,2.084,2.1035,2.068,2.1024,5261
1997.05.14 00:00:00,2.103,2.1226,2.0944,2.1226,3681
1997.05.15 00:00:00,2.1228,2.1304,2.1074,2.1146,3781
1997.05.16 00:00:00,2.1149,2.1228,2.1037,2.1067,3001
1997.05.19 00:00:00,2.1091,2.1255,2.1066,2.1192,2771
1997.05.20 00:00:00,2.1191,2.1418,2.1136,2.1418,3371
1997.05.21 00:00:00,2.142,2.1425,2.0862,2.0972,6781
1997.05.22 00:00:00,2.097,2.108,2.0836,2.0873,3911
1997.05.23 00:00:00,2.087,2.1381,2.087,2.1345,5471
1997.05.26 00:00:00,2.1369,2.1494,2.1338,2.138,3011
1997.05.27 00:00:00,2.1374,2.1429,2.1263,2.1332,2901
1997.05.28 00:00:00,2.1326,2.152,2.1286,2.144,3541
1997.05.29 00:00:00,2.1444,2.1497,2.132,2.1395,3051
1997.05.30 00:00:00,2.139,2.1594,2.1327,2.1588,3361
1997.06.02 00:00:00,2.1622,2.164,2.1416,2.162,4461
1997.06.03 00:00:00,2.162,2.163,2.1429,2.1461,2431
1997.06.04 00:00:00,2.1462,2.1574,2.1399,2.1554,2581
1997.06.05 00:00:00,2.1558,2.1591,2.14,2.1448,2721
1997.06.06 00:00:00,2.1477,2.1512,2.1278,2.1442,4331
1997.06.09 00:00:00,2.1477,2.1553,2.1399,2.1521,2641
1997.06.10 00:00:00,2.1518,2.1548,2.1445,2.1527,1971
1997.06.11 00:00:00,2.153,2.1713,2.1523,2.1655,2551
1997.06.12 00:00:00,2.1658,2.1795,2.1623,2.1714,2881
1997.06.13 00:00:00,2.1699,2.1829,2.1644,2.1774,2951
1997.06.16 00:00:00,2.176,2.1896,2.1718,2.1866,2501
1997.06.17 00:00:00,2.1855,2.1927,2.1758,2.1852,3351
1997.06.18 00:00:00,2.1851,2.1903,2.1747,2.1886,2771
1997.06.19 00:00:00,2.1889,2.2032,2.1851,2.1953,2981
1997.06.20 00:00:00,2.1957,2.2103,2.1901,2.2052,3091
1997.06.23 00:00:00,2.2066,2.2266,2.1997,2.2173,4311
1997.06.24 00:00:00,2.219,2.2301,2.2125,2.2254,2881
1997.06.25 00:00:00,2.2247,2.2284,2.2105,2.2166,2771
1997.06.26 00:00:00,2.2168,2.2259,2.2119,2.2219,2291
1997.06.27 00:00:00,2.2222,2.2399,2.2208,2.2306,2981
1997.06.30 00:00:00,2.232,2.2364,2.1999,2.208,4901
1997.07.01 00:00:00,2.2079,2.2164,2.1954,2.2076,4171
1997.07.02 00:00:00,2.2088,2.2326,2.1928,2.2313,5711
1997.07.03 00:00:00,2.2308,2.252,2.2153,2.2485,5571
1997.07.04 00:00:00,2.2486,2.2565,2.2409,2.2527,2711
1997.07.07 00:00:00,2.257,2.2773,2.253,2.2717,3391
1997.07.08 00:00:00,2.2714,2.2812,2.2511,2.258,4681
1997.07.09 00:00:00,2.2584,2.2738,2.2555,2.2651,2991
1997.07.10 00:00:00,2.2651,2.2818,2.2636,2.274,2751
1997.07.11 00:00:00,2.2746,2.2894,2.2655,2.2854,3701
1997.07.14 00:00:00,2.2999,2.2999,2.2831,2.2919,2561
1997.07.15 00:00:00,2.292,2.2998,2.2615,2.283,6761
1997.07.16 00:00:00,2.2834,2.2921,2.2736,2.2808,3441
1997.07.17 00:00:00,2.2808,2.2831,2.2574,2.2757,4631
1997.07.18 00:00:00,2.2755,2.2782,2.2536,2.2629,3661
1997.07.21 00:00:00,2.262,2.2704,2.2548,2.2704,2281
1997.07.22 00:00:00,2.2704,2.2748,2.2532,2.2706,4301
1997.07.23 00:00:00,2.2713,2.2897,2.2695,2.2811,3061
1997.07.24 00:00:00,2.2796,2.2855,2.2642,2.273,3601
1997.07.25 00:00:00,2.2737,2.2755,2.244,2.2565,4581
1997.07.28 00:00:00,2.2525,2.2596,2.2076,2.2165,6801
1997.07.29 00:00:00,2.2174,2.2201,2.1723,2.1861,6431
1997.07.30 00:00:00,2.1859,2.1972,2.1724,2.1932,4231
1997.07.31 00:00:00,2.1932,2.2093,2.1901,2.1947,3691
1997.08.01 00:00:00,2.1951,2.2171,2.1951,2.2083,3081
1997.08.04 00:00:00,2.2094,2.2126,2.195,2.2066,3241
1997.08.05 00:00:00,2.2061,2.213,2.1911,2.1997,3741
1997.08.06 00:00:00,2.1995,2.2099,2.1647,2.1829,7381
1997.08.07 00:00:00,2.1829,2.1889,2.1367,2.1783,9981
1997.08.08 00:00:00,2.1736,2.1804,2.1409,2.1632,6861
1997.08.11 00:00:00,2.1566,2.1604,2.1459,2.1577,2791
1997.08.12 00:00:00,2.1575,2.1575,2.1304,2.1343,3101
1997.08.13 00:00:00,2.1343,2.1348,2.1145,2.1241,3041
1997.08.14 00:00:00,2.1252,2.1479,2.121,2.1463,3271
1997.08.15 00:00:00,2.1476,2.1722,2.1378,2.1684,4801
1997.08.18 00:00:00,2.1724,2.1853,2.1606,2.1739,4791
1997.08.19 00:00:00,2.1736,2.1868,2.1598,2.1608,4121
1997.08.20 00:00:00,2.1605,2.1612,2.1299,2.1331,3521
1997.08.21 00:00:00,2.1339,2.1471,2.1169,2.1244,5091
1997.08.22 00:00:00,2.1239,2.1616,2.1165,2.1516,6251
1997.08.25 00:00:00,2.1545,2.1564,2.1396,2.1516,3071
1997.08.26 00:00:00,2.1506,2.1732,2.1474,2.1551,4711
1997.08.27 00:00:00,2.1738,2.1738,2.1738,2.1738,1
1997.08.28 00:00:00,2.1744,2.2099,2.1664,2.197,6441
1997.08.29 00:00:00,2.1948,2.218,2.1919,2.2157,3131
1997.09.01 00:00:00,2.2072,2.2095,2.1986,2.2066,2121
1997.09.02 00:00:00,2.2011,2.2151,2.1837,2.1888,5051
1997.09.03 00:00:00,2.1878,2.1966,2.176,2.1773,3071
1997.09.04 00:00:00,2.1776,2.1779,2.1576,2.1634,2641
1997.09.05 00:00:00,2.1642,2.1843,2.1623,2.1795,2871
1997.09.08 00:00:00,2.1774,2.1823,2.1593,2.1642,3281
1997.09.09 00:00:00,2.1663,2.1898,2.165,2.1862,2971
1997.09.10 00:00:00,2.1861,2.1876,2.1725,2.1756,1971
1997.09.11 00:00:00,2.1756,2.2272,2.1745,2.2198,6121
1997.09.12 00:00:00,2.2202,2.2304,2.2096,2.227,3481
1997.09.15 00:00:00,2.2224,2.2324,2.2125,2.2315,3071
1997.09.16 00:00:00,2.2295,2.2376,2.2153,2.23,4411
1997.09.17 00:00:00,2.2325,2.2362,2.2079,2.2344,5471
1997.09.18 00:00:00,2.2339,2.2565,2.2281,2.2481,4261
1997.09.19 00:00:00,2.2476,2.2494,2.2258,2.2447,4431
1997.09.22 00:00:00,2.2325,2.2432,2.2146,2.2256,5031
1997.09.23 00:00:00,2.2256,2.2457,2.2239,2.2417,2751
1997.09.24 00:00:00,2.2421,2.2474,2.2248,2.2261,2921
1997.09.25 00:00:00,2.2273,2.2509,2.221,2.2424,4471
1997.09.26 00:00:00,2.242,2.2451,2.2096,2.2292,5821
1997.09.29 00:00:00,2.2386,2.2569,2.2332,2.2395,4651
1997.09.30 00:00:00,2.2383,2.2469,2.2204,2.2326,4731
1997.10.01 00:00:00,2.2324,2.2345,2.2064,2.2187,4251
1997.10.02 00:00:00,2.2189,2.2218,2.2121,2.218,1851
1997.10.03 00:00:00,2.2181,2.222,2.1965,2.216,4891
1997.10.06 00:00:00,2.2166,2.2396,2.2153,2.2316,3361
1997.10.07 00:00:00,2.2315,2.2465,2.2296,2.2427,2261
1997.10.08 00:00:00,2.2422,2.2432,2.2186,2.2287,3571
1997.10.09 00:00:00,2.2283,2.2309,2.1942,2.2148,5991
1997.10.10 00:00:00,2.2159,2.2167,2.1908,2.1941,3001
1997.10.13 00:00:00,2.1955,2.2028,2.189,2.1936,2571
1997.10.14 00:00:00,2.1947,2.2042,2.1915,2.1986,2151
1997.10.15 00:00:00,2.1993,2.2163,2.1992,2.2135,2001
1997.10.16 00:00:00,2.2132,2.2149,2.1836,2.1902,3961
1997.10.17 00:00:00,2.1909,2.2126,2.1897,2.2076,2911
1997.10.20 00:00:00,2.2304,2.2403,2.2232,2.2399,2471
1997.10.21 00:00:00,2.2396,2.2798,2.2362,2.2791,4771
1997.10.22 00:00:00,2.2813,2.321,2.2766,2.3038,6631
1997.10.23 00:00:00,2.3047,2.3342,2.2948,2.3149,6861
1997.10.24 00:00:00,2.3165,2.3621,2.3067,2.3579,6941
1997.10.27 00:00:00,2.3846,2.4283,2.3679,2.4262,7921
1997.10.28 00:00:00,2.4308,2.4588,2.3248,2.3406,17781
1997.10.29 00:00:00,2.3416,2.3971,2.3409,2.3941,5991
1997.10.30 00:00:00,2.391,2.4084,2.3609,2.3833,8731
1997.10.31 00:00:00,2.3817,2.3934,2.3656,2.3867,5061
1997.11.03 00:00:00,2.3927,2.3927,2.3332,2.3671,9341
1997.11.04 00:00:00,2.3675,2.4064,2.3616,2.3952,6191
1997.11.05 00:00:00,2.3947,2.3985,2.3743,2.3903,4401
1997.11.06 00:00:00,2.3907,2.4291,2.3859,2.424,5311
1997.11.07 00:00:00,2.4222,2.448,2.4061,2.4385,6751
1997.11.10 00:00:00,2.4327,2.4403,2.4118,2.4362,5351
1997.11.11 00:00:00,2.4348,2.4492,2.4258,2.4455,3611
1997.11.12 00:00:00,2.4451,2.4711,2.4385,2.4677,4261
